College_ID,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0046,8.57,8.18,4,Yes,4,9,2,Yes
CLG0002,6.47,6.1,6,Yes,8,4,3,No
CLG0094,7.75,8.09,3,Yes,8,6,1,No
CLG0074,8.14,8.39,1,No,1,2,0,No
CLG0001,7.41,7.29,6,No,1,3,3,No
CLG0013,9.14,9.47,3,No,8,4,0,No
CLG0060,9.16,8.74,8,No,5,3,3,No
CLG0036,9.25,9.37,7,No,7,7,5,No
CLG0062,9.02,9.39,7,Yes,7,9,3,Yes
CLG0063,7.44,7.78,8,No,7,6,1,No
CLG0067,6.91,6.78,7,No,4,3,1,No
CLG0016,9.16,9.41,5,Yes,10,9,3,Yes
CLG0078,7.45,7.38,10,No,10,1,1,No
CLG0040,6.23,6.57,8,Yes,9,5,2,No
CLG0048,7.54,7.57,8,No,3,10,3,No
CLG0046,5.71,5.97,8,Yes,2,10,1,No
CLG0005,8.46,8.04,10,No,3,5,0,No
CLG0025,6.68,6.77,6,Yes,7,2,0,No
CLG0038,6.3,6.35,2,Yes,3,5,0,No
CLG0054,9.78,9.89,8,No,7,1,4,Yes
CLG0093,8.88,9.08,10,No,7,1,0,No
CLG0081,8.94,9.36,1,No,0,4,5,No
CLG0073,8.12,8.41,9,No,10,6,0,No
CLG0082,9.2,8.92,9,No,10,2,2,No
CLG0076,8.8,9.13,6,No,8,5,2,No
CLG0045,7.99,7.61,10,Yes,2,10,4,No
CLG0039,9.81,9.93,6,Yes,5,5,2,No
CLG0028,5.96,6.34,6,Yes,2,3,1,No
CLG0053,9.72,9.32,4,No,8,4,0,No
CLG0054,7.01,7.36,1,No,0,2,1,No
CLG0096,7.64,7.94,1,Yes,6,7,4,No
CLG0020,5.61,5.61,1,No,4,3,1,No
CLG0055,7.7,7.51,5,Yes,2,6,5,No
CLG0065,8.06,7.97,7,No,10,9,1,No
CLG0076,9.99,10.46,1,No,6,7,1,No
CLG0022,9.88,9.58,1,No,0,4,5,No
CLG0051,9.83,9.91,6,Yes,5,2,2,No
CLG0072,6.74,6.32,2,Yes,6,7,0,No
CLG0012,9.96,9.68,2,No,8,8,5,Yes
CLG0059,7.28,7.54,7,No,8,3,1,No
CLG0054,9.26,9.06,9,No,6,7,3,Yes
CLG0053,6.08,6.57,8,No,4,1,0,No
CLG0088,7.53,7.53,2,Yes,6,8,0,No
CLG0038,9.83,9.85,7,No,10,7,3,Yes
CLG0092,9.74,9.28,5,No,0,6,4,No
CLG0012,8.42,8.88,10,No,6,3,4,No
CLG0095,8.99,8.66,4,No,9,4,0,No
CLG0092,5.88,5.92,10,No,3,8,2,No
CLG0073,8.61,8.51,4,No,1,1,5,Yes
CLG0086,8.09,8.01,4,Yes,5,2,4,No
CLG0007,5.46,5.6,9,Yes,6,1,4,No
CLG0068,5.57,5.73,7,Yes,10,4,1,No
CLG0029,5.54,5.19,7,No,6,6,1,No
CLG0045,8.62,8.62,4,No,7,5,4,No
CLG0010,5.71,6,9,No,4,6,2,No
CLG0085,7.34,7.28,8,Yes,9,2,1,No
CLG0004,6.78,6.45,10,Yes,10,5,5,No
CLG0024,7.75,7.56,4,Yes,9,1,2,No
CLG0085,8.53,8.24,6,No,10,6,5,No
CLG0082,8.42,8.05,4,No,7,4,5,No
CLG0026,7.58,7.46,1,No,3,10,0,No
CLG0056,7.32,7.36,5,No,9,9,5,Yes
CLG0072,6.99,6.56,10,Yes,0,3,5,No
CLG0023,9.31,9.41,3,Yes,7,3,2,No
CLG0009,6.65,7.14,1,No,3,9,1,No
CLG0025,6.3,6.76,2,No,4,4,5,No
CLG0100,8.72,9.05,2,Yes,3,7,3,No
CLG0032,6.8,6.57,8,No,6,10,2,No
CLG0007,9.23,8.75,4,No,9,2,4,No
CLG0097,6.64,6.97,3,No,2,1,5,No
CLG0059,8.51,8.07,4,No,1,10,5,Yes
CLG0059,5.23,4.94,10,Yes,9,1,2,No
CLG0095,6.93,6.97,1,Yes,1,6,2,No
CLG0062,6.72,6.4,1,No,6,4,2,No
CLG0017,9.08,9.41,5,Yes,10,2,4,Yes
CLG0035,9.84,10.12,7,Yes,9,7,5,Yes
CLG0086,7.3,7.56,9,No,5,8,2,Yes
CLG0058,9.12,9.44,7,No,1,7,3,Yes
CLG0029,8.5,8.22,5,No,7,10,4,Yes
CLG0063,9.84,10.07,3,No,5,9,3,Yes
CLG0056,9.06,8.92,8,Yes,7,1,3,No
CLG0063,5.39,5.56,7,No,5,10,3,No
CLG0082,8.57,8.19,4,No,3,6,4,Yes
CLG0047,7.68,7.89,1,No,7,8,1,No
CLG0074,5.08,5.55,3,Yes,3,9,4,No
CLG0015,6.26,5.8,8,No,5,8,2,Yes
CLG0057,9.61,9.2,2,No,4,6,5,Yes
CLG0007,9.63,9.25,9,No,3,8,3,Yes
CLG0078,8.99,8.92,4,No,6,8,2,Yes
CLG0090,9.91,9.7,7,No,7,1,3,No
CLG0018,9.03,9.34,10,Yes,5,8,3,Yes
CLG0082,5.05,5.02,7,Yes,0,7,5,No
CLG0006,6.44,6.42,8,Yes,6,8,2,Yes
CLG0043,5.15,5.37,7,No,3,8,0,No
CLG0089,5.47,5.33,4,No,1,10,3,No
CLG0057,6.09,5.94,7,No,2,10,5,No
CLG0041,7.52,7.78,5,No,9,6,0,No
CLG0076,9.24,9.52,10,No,3,9,4,Yes
CLG0051,9.31,8.82,7,No,6,3,3,Yes
CLG0061,8.08,7.72,3,No,8,10,3,No
CLG0094,9.64,9.35,10,No,9,1,5,No
CLG0019,7.5,7.35,7,No,10,9,4,No
CLG0021,9.45,9.24,7,Yes,5,10,2,Yes
CLG0080,7.27,7.44,2,Yes,9,10,2,Yes
CLG0035,6.39,6.72,8,No,4,2,0,No
CLG0071,9.58,9.27,7,No,8,3,4,No
CLG0054,6.94,7,9,Yes,7,4,3,No
CLG0083,7.52,7.39,4,Yes,7,8,0,No
CLG0026,6.64,6.65,9,No,7,9,2,No
CLG0041,8.31,8.43,1,No,7,3,3,Yes
CLG0082,9.98,10.37,5,No,7,2,5,No
CLG0012,5.13,4.82,10,No,9,2,2,No
CLG0005,9.5,9.09,7,Yes,9,9,0,No
CLG0026,5.02,5.15,4,No,6,8,2,No
CLG0005,6.82,6.71,7,No,1,2,5,No
CLG0038,5.84,5.5,9,No,1,8,2,Yes
CLG0082,8.79,8.41,5,Yes,10,4,4,No
CLG0006,5.25,5.31,5,No,4,6,5,No
CLG0001,7.77,7.57,2,No,5,5,0,No
CLG0075,6.47,6.97,5,Yes,8,5,3,No
CLG0080,5.67,5.58,8,No,0,10,2,No
CLG0090,8.86,8.57,4,Yes,10,10,2,Yes
CLG0039,6.09,6.22,2,Yes,6,7,1,No
CLG0049,6.12,5.86,8,No,6,8,0,No
CLG0082,6.38,6.37,4,Yes,7,5,0,No
CLG0100,7.93,7.91,5,Yes,0,4,3,No
CLG0037,8.3,8.25,7,No,9,2,4,No
CLG0090,5.09,5.39,5,No,3,5,3,No
CLG0097,6.21,5.93,10,No,9,8,5,No
CLG0001,7.15,7.55,4,Yes,4,1,0,No
CLG0091,6.66,6.95,7,Yes,1,6,2,No
CLG0037,9.42,9.25,4,No,1,2,4,No
CLG0086,8.94,8.62,10,No,10,2,4,No
CLG0019,8.13,7.91,4,No,3,8,0,No
CLG0077,6.69,6.52,2,No,2,6,0,No
CLG0037,8.5,8.56,5,No,6,6,3,No
CLG0056,9.22,8.77,8,No,6,6,1,No
CLG0067,7.97,8.38,4,Yes,1,9,0,No
CLG0091,8.92,8.52,2,Yes,4,3,0,No
CLG0035,8.75,8.53,9,No,4,2,3,No
CLG0073,7.86,7.47,6,No,7,5,0,No
CLG0084,6.56,6.32,3,Yes,7,6,5,No
CLG0026,8.73,9.07,10,No,10,9,3,Yes
CLG0046,6.03,6.15,5,Yes,3,9,5,No
CLG0035,8.9,8.63,6,No,9,2,0,No
CLG0085,9.02,9.39,9,Yes,0,9,2,Yes
CLG0096,9.11,9.41,5,No,5,9,0,No
CLG0022,7.36,7.61,9,Yes,6,6,1,No
CLG0014,5.96,6.31,1,No,0,1,4,No
CLG0029,5.5,5.62,10,Yes,7,8,3,No
CLG0058,8.72,8.72,4,No,8,8,1,No
CLG0031,9.43,9.3,1,No,7,8,5,Yes
CLG0017,8.25,7.97,2,Yes,2,8,3,No
CLG0023,5.72,5.78,2,Yes,8,10,1,No
CLG0059,9.67,10.06,10,No,9,5,3,No
CLG0036,9.95,10.04,5,Yes,2,2,5,No
CLG0089,7.17,7.59,1,No,3,9,3,No
CLG0082,7.97,7.83,10,Yes,5,6,5,No
CLG0059,8.89,9.09,3,Yes,6,3,4,No
CLG0080,8.68,8.83,6,Yes,7,1,0,No
CLG0002,9.84,10.01,1,Yes,6,5,3,No
CLG0090,5.57,5.72,1,No,2,4,3,No
CLG0098,7.9,7.62,3,No,10,4,5,No
CLG0012,8.46,8.1,9,No,10,9,4,Yes
CLG0010,9.45,9.93,2,No,1,6,5,No
CLG0093,9.37,8.92,6,Yes,10,8,5,Yes
CLG0002,9.89,9.86,3,No,1,9,3,Yes
CLG0016,7.56,7.49,6,Yes,8,1,3,No
CLG0036,9.15,9.01,7,Yes,6,7,2,No
CLG0049,7.14,7.42,7,Yes,6,7,2,No
CLG0036,7.11,7.36,2,No,4,9,5,No
CLG0086,6.27,6.68,3,No,5,1,2,No
CLG0006,9.09,8.99,4,No,6,2,4,No
CLG0099,9.93,9.99,8,No,8,6,5,No
CLG0095,6.28,6.67,5,No,9,4,3,No
CLG0002,5.28,5.77,1,No,3,5,4,No
CLG0099,9.08,9.55,9,Yes,5,5,5,No
CLG0028,8.1,8.32,1,Yes,0,10,4,Yes
CLG0007,9.8,9.44,2,No,6,1,1,No
CLG0021,6.26,5.78,7,No,3,1,0,No
CLG0062,5.36,5.69,3,Yes,1,7,1,No
CLG0089,7.46,7.8,6,Yes,3,3,5,No
CLG0082,5.43,5.68,8,Yes,7,5,5,No
CLG0041,6.31,6.09,5,No,1,8,5,No
CLG0043,5.63,5.77,1,No,0,5,0,No
CLG0077,6.12,5.94,10,No,0,10,1,No
CLG0008,5.53,5.48,3,No,6,9,3,No
CLG0014,9.77,9.65,2,Yes,6,4,4,No
CLG0081,6.39,6.8,6,No,3,7,1,No
CLG0077,7.22,6.95,5,No,4,8,1,No
CLG0011,9.49,9.57,7,Yes,4,7,3,No
CLG0010,8.39,8.25,2,No,6,4,4,No
CLG0081,8.09,8.25,6,No,2,8,0,No
CLG0029,8.53,8.59,5,No,4,10,1,No
CLG0055,9.14,9.56,6,No,6,10,0,No
CLG0002,9.39,8.99,5,Yes,10,10,2,Yes
CLG0001,8.21,7.93,7,No,6,4,5,No
CLG0047,9.45,9.72,5,Yes,8,10,1,No
CLG0091,7.68,7.55,7,Yes,3,8,4,No
CLG0083,6.39,6.06,1,No,0,8,2,Yes
CLG0018,9.4,9.4,9,Yes,4,4,2,No
CLG0035,7.71,7.86,6,Yes,10,5,1,No
CLG0073,9.53,9.07,9,No,3,5,1,No
CLG0062,5.2,4.99,1,No,2,5,5,No
CLG0025,6.99,7.3,2,Yes,6,3,2,No
CLG0086,9.74,9.76,7,Yes,8,2,1,No
CLG0077,6.25,5.79,4,No,3,1,5,No
CLG0029,9.71,9.49,10,No,5,3,4,No
CLG0086,9.77,9.91,1,Yes,0,9,4,Yes
CLG0080,9.41,9.11,5,Yes,0,7,2,No
CLG0019,7.82,8.15,4,Yes,2,2,1,No
CLG0072,8.23,8.41,6,Yes,4,8,5,Yes
CLG0076,9.35,9.32,7,Yes,5,8,5,Yes
CLG0066,8.88,9.3,3,No,8,7,2,Yes
CLG0069,8.15,8.04,6,No,8,6,4,Yes
CLG0078,9.91,9.65,2,No,9,2,1,No
CLG0080,8.43,8.59,10,Yes,10,4,5,No
CLG0098,9.88,9.95,4,Yes,0,1,4,No
CLG0010,5.29,5.13,10,Yes,1,7,5,No
CLG0072,5.69,5.53,9,Yes,10,2,1,No
CLG0025,7.26,7.16,7,No,7,6,3,No
CLG0027,6.92,6.71,2,No,4,9,4,No
CLG0061,8.91,9.12,6,No,2,5,0,No
CLG0010,5.8,5.95,4,Yes,8,5,5,No
CLG0036,9.88,9.82,8,No,1,4,5,Yes
CLG0039,6.58,6.48,8,No,6,1,1,No
CLG0007,7.14,7.01,1,No,9,4,3,No
CLG0015,6.37,6.15,8,No,7,9,3,No
CLG0013,7.9,7.49,10,Yes,1,9,3,Yes
CLG0033,5.29,5.06,7,Yes,0,7,4,No
CLG0099,5.75,5.57,1,No,2,4,5,No
CLG0066,8.73,8.78,3,No,7,9,0,No
CLG0011,5.93,6.2,5,No,3,5,3,No
CLG0021,6.18,6.08,3,No,4,10,5,No
CLG0078,8.96,9.4,3,No,8,2,2,No
CLG0089,5.47,5.8,1,Yes,3,9,1,No
CLG0023,7.19,7.67,8,Yes,8,6,1,No
CLG0044,5.12,5.5,9,Yes,5,5,5,No
CLG0065,6.73,6.85,5,Yes,6,10,0,No
CLG0070,8.49,8.59,1,Yes,7,8,5,Yes
CLG0036,5.45,5.08,1,Yes,9,2,0,No
CLG0062,9.44,9.66,9,Yes,9,5,4,No
CLG0082,9.55,9.65,1,Yes,0,10,2,Yes
CLG0042,5.52,5.53,9,Yes,8,8,1,No
CLG0069,9.95,10.14,3,No,1,4,3,No
CLG0052,6.49,6.43,3,No,2,10,3,Yes
CLG0001,5.42,5.44,4,No,0,10,1,No
CLG0030,5.03,4.93,5,No,9,9,2,No
CLG0001,7.04,7.26,6,No,10,7,2,No
CLG0048,8.15,8.53,6,No,2,7,5,No
CLG0014,6.66,7,10,No,1,9,3,No
CLG0092,9.18,9.47,9,No,6,3,1,No
CLG0031,8.58,8.09,1,No,6,3,3,No
CLG0062,6.75,7.16,9,No,5,10,4,No
CLG0087,8.67,8.44,4,Yes,9,7,1,No
CLG0031,9.7,10.09,7,No,10,2,2,Yes
CLG0007,5.47,5.17,6,No,3,10,3,No
CLG0020,6.53,6.47,9,No,2,3,0,No
CLG0084,7.32,7.57,2,No,6,6,0,No
CLG0031,7.49,7.63,2,No,10,9,4,No
CLG0009,7.71,7.63,7,No,2,4,0,No
CLG0011,6.5,6.68,9,No,8,5,4,No
CLG0006,8.34,8.39,5,No,9,6,4,No
CLG0043,8.23,8.01,7,No,7,3,2,Yes
CLG0059,7.89,8.04,8,Yes,6,2,2,No
CLG0018,5.57,5.27,8,Yes,1,4,1,No
CLG0029,7.38,7.57,4,No,9,6,3,No
CLG0001,6.78,6.28,10,No,2,4,5,No
CLG0044,7.46,7.51,7,Yes,7,8,0,No
CLG0033,9.61,9.51,1,Yes,10,9,3,Yes
CLG0067,7.4,7.2,4,No,2,8,3,Yes
CLG0038,5.07,5.09,5,No,7,7,4,No
CLG0041,7.19,7.34,10,Yes,3,2,0,No
CLG0016,9.1,9.57,7,Yes,4,10,2,Yes
CLG0038,8.9,9.23,6,No,8,2,3,No
CLG0063,7.57,7.79,4,No,10,10,4,No
CLG0099,6.25,6.23,3,No,9,5,2,No
CLG0090,7.33,7.22,6,Yes,1,4,4,No
CLG0100,7.82,7.35,10,No,2,4,3,No
CLG0085,10,9.86,5,No,0,4,5,No
CLG0100,8.22,8.57,3,No,7,7,3,No
CLG0083,8.47,8.35,4,No,10,3,3,No
CLG0009,7.46,7.42,2,Yes,8,2,0,No
CLG0027,6.77,6.54,9,Yes,9,5,0,No
CLG0031,9.06,8.83,7,No,8,6,5,Yes
CLG0015,7.47,7.03,10,Yes,2,8,3,No
CLG0096,9.97,10.08,3,No,4,3,0,No
CLG0029,7.29,7.24,8,No,8,4,4,No
CLG0009,5.34,5.45,8,Yes,4,4,4,No
CLG0044,8.41,8.46,1,Yes,0,4,5,No
CLG0081,5.23,5.53,5,Yes,0,7,5,No
CLG0060,6.25,6.5,5,No,3,4,1,No
CLG0078,6.77,7.04,3,Yes,6,7,2,No
CLG0039,8.7,8.7,2,No,6,4,4,No
CLG0051,7.47,7.32,1,Yes,6,10,2,No
CLG0040,5.14,5.57,4,No,5,8,1,No
CLG0063,8.08,7.63,10,No,0,5,1,No
CLG0006,7.06,6.71,2,No,10,2,5,No
CLG0038,9.61,9.53,5,No,2,9,2,Yes
CLG0032,7.5,7.61,10,Yes,4,9,3,No
CLG0006,8.54,8.05,2,Yes,3,1,2,No
CLG0054,6.09,6.31,1,Yes,10,5,4,No
CLG0051,8.8,8.86,10,No,3,3,2,Yes
CLG0096,8.6,8.58,10,Yes,8,10,4,Yes
CLG0098,9.52,9.44,10,No,6,5,4,No
CLG0034,5.17,5.19,10,No,8,4,4,No
CLG0076,7.24,6.9,9,No,6,3,3,No
CLG0009,8.4,8.01,2,No,9,7,3,No
CLG0005,5.48,5.27,10,Yes,2,5,1,No
CLG0081,7.05,7.26,4,Yes,10,1,0,No
CLG0092,9.71,9.8,3,No,9,4,3,No
CLG0061,7.18,7.16,1,No,3,1,3,No
CLG0086,9.93,10,8,No,8,3,1,No
CLG0006,5.28,5.34,2,Yes,0,10,1,No
CLG0050,8.59,8.4,8,No,2,10,1,No
CLG0032,7.91,7.51,1,No,10,5,2,No
CLG0019,7.5,7.9,6,No,3,6,4,No
CLG0058,9.85,9.95,4,Yes,3,1,3,Yes
CLG0048,5.65,5.85,3,Yes,6,10,5,Yes
CLG0017,9.48,9.44,1,Yes,10,9,4,Yes
CLG0060,8.46,8.72,10,No,3,9,0,No
CLG0010,6.29,6.37,1,Yes,9,1,1,No
CLG0079,9.51,9.06,7,No,7,7,0,No
CLG0050,7.15,7.54,6,Yes,0,4,5,No
CLG0038,9.07,8.88,3,No,2,2,5,No
CLG0085,6.94,6.58,2,No,9,2,5,No
CLG0040,9.25,8.84,10,Yes,9,6,1,No
CLG0003,8.18,8.4,3,No,5,6,1,No
CLG0094,5.71,5.91,8,No,2,5,0,No
CLG0079,8.25,8.45,7,Yes,7,3,4,No
CLG0091,5.96,6.38,7,No,6,7,5,No
CLG0031,7.06,6.91,5,No,4,3,0,No
CLG0016,5.85,5.91,10,No,1,7,2,No
CLG0028,5.11,5.23,3,No,10,2,3,No
CLG0045,6.06,6.54,1,No,4,8,3,No
CLG0037,7.68,7.49,1,No,8,2,4,No
CLG0043,7.41,7.87,6,No,10,2,4,No
CLG0073,7.51,7.16,4,Yes,4,4,4,No
CLG0073,6.24,6.5,7,Yes,2,10,0,No
CLG0076,8.43,8.56,10,No,6,1,0,No
CLG0028,8.52,8.84,10,No,2,7,5,Yes
CLG0071,6.79,6.32,10,No,7,2,0,No
CLG0060,9.41,8.99,1,No,4,6,1,No
CLG0064,8.22,7.79,6,Yes,4,5,0,No
CLG0060,8.57,8.66,7,No,5,5,3,No
CLG0099,6.39,6.49,1,Yes,10,4,3,No
CLG0036,5,5.41,2,No,9,5,1,No
CLG0047,9.33,9.3,9,No,5,9,0,No
CLG0038,9.11,8.68,9,No,2,1,0,No
CLG0065,5.62,5.33,6,No,10,2,2,No
CLG0034,6.87,6.38,4,No,6,7,2,No
CLG0022,8.31,8.59,7,No,8,9,3,Yes
CLG0094,8.26,8.58,5,No,0,3,4,No
CLG0084,9.3,9.8,3,No,3,6,5,Yes
CLG0051,5.7,5.61,4,No,3,5,3,No
CLG0072,7.15,6.67,2,No,0,9,5,Yes
CLG0045,5.49,5.22,6,Yes,5,9,1,No
CLG0071,6.95,7.04,3,No,1,10,0,No
CLG0002,5.08,5.54,7,Yes,10,3,2,No
CLG0058,9.49,9.09,4,Yes,10,10,5,Yes
CLG0094,7.64,7.26,8,No,5,10,3,No
CLG0012,9.25,9.45,1,Yes,0,2,5,No
CLG0100,5.3,5.47,9,No,9,10,1,No
CLG0027,6.14,5.89,3,No,4,4,4,No
CLG0098,6.3,6.61,3,Yes,5,9,3,No
CLG0038,6.93,6.56,5,No,9,3,0,No
CLG0075,9.01,9.44,10,No,1,4,0,No
CLG0020,6.93,6.63,1,No,0,2,2,No
CLG0094,6.02,5.6,3,Yes,6,1,1,No
CLG0043,5.32,5.16,4,No,0,5,4,No
CLG0032,5.4,5.09,2,Yes,6,4,4,No
CLG0090,8.8,8.83,6,No,0,10,1,No
CLG0023,7.22,7.41,10,No,8,2,2,No
CLG0041,8.63,8.62,4,No,4,6,0,No
CLG0088,8.41,8.57,1,No,5,5,4,No
CLG0002,5.68,5.54,3,No,6,1,1,No
CLG0062,5.71,5.24,7,No,0,10,2,No
CLG0096,8.78,9.25,3,No,7,3,0,No
CLG0053,8.61,8.93,6,No,5,4,1,No
CLG0057,6.89,6.46,6,Yes,1,1,2,No
CLG0048,5.39,5.34,1,Yes,0,8,3,No
CLG0079,5.06,5.2,2,Yes,0,3,1,No
CLG0006,6.44,6.13,10,Yes,3,5,4,No
CLG0016,5.05,5.13,6,No,2,3,1,No
CLG0011,6.15,6.18,2,Yes,10,4,0,No
CLG0046,7.1,6.81,2,No,5,9,1,No
CLG0073,5.61,5.25,4,No,9,3,5,No
CLG0057,5.52,5.78,8,No,7,8,0,No
CLG0067,9.48,9.3,6,No,0,6,2,Yes
CLG0007,7.93,7.67,8,No,6,6,3,No
CLG0052,9.67,9.91,4,No,7,1,0,No
CLG0052,6.73,6.97,3,Yes,4,7,2,No
CLG0030,8.39,8.17,7,Yes,7,4,2,No
CLG0055,6.02,6.39,7,No,10,8,3,No
CLG0022,8.09,8.28,2,No,0,9,4,Yes
CLG0004,5.65,5.5,1,Yes,1,2,4,No
CLG0005,5.01,4.94,8,No,3,8,1,No
CLG0022,9.66,9.89,3,No,0,8,4,Yes
CLG0068,7.77,7.48,6,No,4,6,1,No
CLG0004,9.63,9.6,7,No,9,3,0,No
CLG0043,6.67,6.82,8,No,2,5,5,No
CLG0015,6.64,6.68,6,No,1,2,5,No
CLG0016,7,7.11,7,No,6,6,5,No
CLG0084,8.53,8.58,5,No,1,3,5,No
CLG0058,7.83,7.53,3,No,8,4,0,No
CLG0074,9.63,9.54,2,No,5,9,1,No
CLG0033,5.13,5.16,7,Yes,7,10,3,No
CLG0095,8.54,8.82,8,No,2,5,3,Yes
CLG0065,6.65,6.8,8,No,4,7,4,No
CLG0025,5.9,5.83,3,No,2,9,0,No
CLG0037,7.55,8.02,2,Yes,8,5,0,No
CLG0018,7.53,7.14,9,No,0,1,5,No
CLG0025,5.69,5.4,6,Yes,7,2,3,No
CLG0015,6.01,5.85,10,No,5,3,2,No
CLG0068,7.04,6.77,3,No,6,3,3,No
CLG0035,7.04,7.17,5,No,1,1,3,No
CLG0068,6.59,6.13,1,No,6,9,2,No
CLG0042,5.74,5.42,2,No,0,9,4,No
CLG0084,5.02,4.81,9,Yes,6,4,1,No
CLG0012,9.85,10.03,10,No,10,9,4,Yes
CLG0094,9.72,10.1,10,No,7,4,5,Yes
CLG0022,7.42,7.72,3,Yes,1,8,2,No
CLG0036,9.98,9.66,8,Yes,9,3,2,No
CLG0034,8.37,8.44,10,No,1,9,4,Yes
CLG0091,5.34,4.87,8,No,2,4,5,No
CLG0025,5.59,5.4,5,No,9,8,5,No
CLG0039,9.58,9.89,8,No,3,2,1,No
CLG0076,8.15,8.11,2,No,7,7,4,No
CLG0059,9.22,8.87,2,No,2,2,0,No
CLG0076,9.49,9.43,4,No,5,5,0,No
CLG0085,7.24,6.94,8,No,9,9,0,No
CLG0050,5.24,5.13,2,No,10,5,1,No
CLG0061,5.94,5.93,4,Yes,7,4,1,No
CLG0033,5.33,5.18,8,Yes,9,8,2,Yes
CLG0007,5.94,6.38,3,No,1,5,3,No
CLG0019,7.05,7.11,8,Yes,3,9,1,No
CLG0088,5.59,5.93,2,No,0,9,5,No
CLG0020,5.83,6.09,1,Yes,10,2,3,No
CLG0005,7.23,7.39,6,Yes,7,10,0,No
CLG0094,6.7,6.7,8,Yes,0,9,0,No
CLG0007,7.34,6.84,9,Yes,8,8,3,Yes
CLG0020,7.15,7.26,10,Yes,5,10,4,No
CLG0047,8.22,8.08,8,Yes,2,7,2,No
CLG0081,9.69,9.31,2,No,7,6,2,No
CLG0098,5.54,5.48,1,Yes,1,4,4,No
CLG0007,5.5,5.74,7,Yes,10,7,5,No
CLG0075,9.26,9.72,7,No,2,6,3,No
CLG0082,7.53,7.4,3,No,6,8,3,No
CLG0094,8.83,8.87,6,Yes,10,1,1,No
CLG0084,6.08,6.43,7,Yes,0,3,0,No
CLG0064,9.14,8.97,9,Yes,8,8,0,No
CLG0066,9.62,9.26,1,No,9,2,3,No
CLG0007,8.18,7.96,3,No,8,9,1,No
CLG0091,5.53,5.93,5,Yes,2,2,5,No
CLG0015,9.48,9.14,3,No,3,9,5,Yes
CLG0083,8.96,8.79,8,No,1,7,1,No
CLG0034,8.75,8.71,10,Yes,9,4,2,No
CLG0066,5.18,5.53,6,Yes,10,3,2,No
CLG0028,8.99,9.43,2,Yes,0,8,3,Yes
CLG0066,5.69,5.62,1,No,10,10,5,No
CLG0011,6.11,6.54,10,No,7,7,2,No
CLG0070,7.89,7.55,5,Yes,10,10,1,No
CLG0056,6.32,5.98,9,No,8,1,4,No
CLG0023,8.31,8.76,10,No,8,7,0,No
CLG0010,8.04,8.05,9,No,9,1,3,No
CLG0097,5.54,5.23,1,No,4,1,5,No
CLG0083,8.28,8.27,3,No,4,5,2,No
CLG0075,9.62,9.9,6,Yes,4,10,2,Yes
CLG0024,5.81,6.14,5,No,5,5,1,No
CLG0060,7.99,8.35,4,No,3,2,2,No
CLG0092,6.71,6.78,2,Yes,1,7,0,No
CLG0012,7.3,7.67,4,Yes,1,3,3,No
CLG0092,6.44,6.45,5,Yes,5,1,2,No
CLG0005,6.77,6.88,2,No,4,7,4,No
CLG0019,5.14,5.4,10,No,3,4,4,No
CLG0072,9.91,9.84,1,No,5,4,5,No
CLG0037,8.12,7.69,7,No,3,3,5,No
CLG0028,7.5,7.35,7,Yes,9,7,3,No
CLG0044,6.92,7.04,8,No,3,2,4,No
CLG0043,7.7,7.39,10,No,5,7,4,No
CLG0069,6.9,6.55,6,No,10,10,5,No
CLG0072,6.8,6.59,1,No,3,8,2,No
CLG0088,7.32,6.85,8,No,8,2,4,No
CLG0020,6.38,6.62,2,No,6,8,2,No
CLG0099,5.9,5.66,3,No,5,7,0,No
CLG0006,7.78,7.4,8,No,2,10,1,No
CLG0069,9.21,9.41,4,Yes,10,8,5,Yes
CLG0074,5.76,6.1,5,No,3,3,2,No
CLG0092,5.16,4.68,9,Yes,1,6,1,No
CLG0012,6.23,5.96,7,Yes,2,1,2,No
CLG0015,9.9,10.35,10,Yes,10,7,2,No
CLG0067,9.14,9.03,7,No,0,4,3,No
CLG0087,7.98,8.42,1,No,8,4,2,Yes
CLG0063,9.65,9.42,1,No,9,9,4,Yes
CLG0036,7.23,6.95,8,No,2,7,4,No
CLG0007,9.92,9.63,10,No,7,8,2,Yes
CLG0001,6.48,6.07,1,No,3,6,5,No
CLG0072,6.2,6.6,10,No,10,2,5,No
CLG0091,8.19,8.67,2,Yes,7,3,5,No
CLG0049,6.89,7.34,4,No,6,4,0,No
CLG0022,8.13,8.48,9,No,3,2,4,Yes
CLG0052,6.52,6.87,7,Yes,6,1,1,No
CLG0095,8.09,8.25,7,Yes,7,9,0,No
CLG0043,6.38,6.71,10,No,9,10,1,No
CLG0039,5.25,4.96,7,No,2,2,2,No
CLG0075,9.56,9.45,5,No,4,5,2,No
CLG0043,9.42,9.56,1,No,10,7,2,No
CLG0054,9.85,10.22,5,No,2,2,4,No
CLG0021,8.58,8.74,8,Yes,6,6,5,No
CLG0015,8.41,8.75,7,No,5,10,0,No
CLG0092,7.8,7.77,7,No,0,8,1,No
CLG0038,5.63,5.85,2,No,9,7,3,No
CLG0023,5.95,6.43,1,No,4,6,5,No
CLG0091,6.45,6.1,4,Yes,3,8,0,No
CLG0083,9.45,9.88,8,No,1,2,1,No
